p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,0.4181468766918143,0.029,0.193,0,0,SLC20A2
0,0.2950712047450388,0.029,0.193,0,0,OXR1
0,0.43116318608421,0.027,0.191,0,0,CCDC186
0,0.3037773588455178,0.027,0.191,0,0,ZMYM2
0,0.33427938832560633,0.027,0.191,0,0,MYO5C
0,0.28080545677109314,0.023,0.187,0,0,DYNC1LI2
0,0.33616734005437204,0.03,0.194,0,0,CCDC47
0,0.5527154855817745,0.033,0.196,0,0,CNN3
0,0.402355217210826,0.027,0.19,0,0,SYPL1
0,0.2829651620383352,0.031,0.194,0,0,GNE
0,0.25006862645573524,0.026,0.189,0,0,SDHD
0,0.3154079876568756,0.027,0.19,0,0,CCT2
0,0.2613856985747416,0.031,0.194,0,0,DGKH
0,0.27054477773341085,0.025,0.187,0,0,NDUFA10
0,0.3182396197728321,0.034,0.196,0,0,MAML3
0,0.46310379096167636,0.033,0.195,0,0,BCAP29
0,0.33228473702358635,0.026,0.188,0,0,CDK2AP1
0,0.2557107350749285,0.025,0.187,0,0,ETFB
0,0.3024582299125601,0.026,0.187,0,0,MICU1
0,0.3924824591269065,0.028,0.189,0,0,TTC17
0,0.34706126305818197,0.028,0.189,0,0,ARL1
0,0.2684487493625247,0.024,0.185,0,0,ALDH3A2
0,0.32739159977496446,0.027,0.188,0,0,DDX42
0,0.3527032348229757,0.027,0.187,0,0,EIF2AK3
0,0.41978273811297345,0.029,0.189,0,0,TMEM131
0,0.3030329111831207,0.026,0.186,0,0,COBLL1
0,0.2611987661005293,0.027,0.187,0,0,OLA1
0,0.2914972942950839,0.029,0.189,0,0,TRAPPC9
0,0.2640043118410872,0.026,0.186,0,0,PTGR1
0,0.25726973669360687,0.022,0.182,0,0,GOLGA2
0,0.3378948717094686,0.028,0.188,0,0,ERC1
0,0.26086681055535654,0.026,0.186,0,0,NF1
0,0.31132246727246016,0.027,0.187,0,0,ITCH
0,0.28303072099834387,0.027,0.187,0,0,PRPF6
0,0.32917566202445364,0.026,0.186,0,0,ARFGAP3
0,0.31963295311270157,0.029,0.188,0,0,IDH1
0,0.2573066525561035,0.027,0.186,0,0,SEMA3C
0,0.29186546804299696,0.025,0.183,0,0,EVI5
0,0.31622401951123746,0.029,0.187,0,0,GAPVD1
0,0.29570700560708374,0.026,0.184,0,0,NUFIP2
0,0.3149748610495059,0.023,0.18,0,0,GPBP1L1
0,0.4652847464419575,0.027,0.184,0,0,RAB3GAP1
0,0.27982368949814185,0.031,0.188,0,0,C12orf74
0,0.3116274591764339,0.025,0.182,0,0,EEA1
0,0.326348522923105,0.026,0.183,0,0,BRD7
0,0.27554273864852696,0.023,0.18,0,0,KIF1C
0,0.2995661422992806,0.028,0.185,0,0,BCAS3
0,0.3583923104121939,0.026,0.182,0,0,LRRFIP2
0,0.3074504110574954,0.022,0.178,0,0,CERT1
0,0.35922014862492413,0.029,0.185,0,0,DOP1A
0,0.2759721303792136,0.023,0.179,0,0,RAB18
0,0.34454394601108057,0.027,0.183,0,0,SWAP70
0,0.4335838752033253,0.025,0.181,0,0,EXPH5
0,0.25581984023507,0.024,0.18,0,0,SMARCE1
0,0.3077533904350735,0.025,0.18,0,0,MIA3
0,0.3450384342621498,0.024,0.179,0,0,EGFR
0,0.25584255932398947,0.027,0.182,0,0,MKRN1
0,0.4887545739667978,0.026,0.181,0,0,PPP2CB
0,0.2532650390559977,0.025,0.18,0,0,TTC9
0,0.2734364136120175,0.022,0.176,0,0,OSBPL9
0,0.41046436965641053,0.028,0.182,0,0,RALGPS2
0,0.2767479102254544,0.023,0.177,0,0,GOLPH3
0,0.31769444018736226,0.026,0.18,0,0,STMP1
0,0.258111615770117,0.021,0.175,0,0,CYB5R3
0,0.38645914665421455,0.027,0.18,0,0,SESTD1
0,0.31392882487253,0.024,0.177,0,0,SASH1
0,0.2989054389797254,0.025,0.177,0,0,SLC12A2
0,0.2501628193275382,0.025,0.177,0,0,STRAP
0,0.285561468238376,0.022,0.173,0,0,ST5
0,0.2825980145835228,0.024,0.175,0,0,AEBP2
0,0.2791005910876508,0.022,0.173,0,0,EBPL
0,0.2871710204002351,0.018,0.168,0,0,USO1
0,0.30610137601180004,0.021,0.17,0,0,ZDHHC13
0,0.2575468934031297,0.02,0.167,0,0,AK3
0,0.3030230113093513,0.019,0.166,0,0,GDE1
6e-323,0.2573634043775467,0.026,0.177,2.169996e-318,0,PPM1L
9e-323,0.35215380598045315,0.023,0.171,3.254993e-318,0,SAR1B
4.84e-322,0.4762960735755782,0.026,0.177,1.772163e-317,0,SIX3
1.02e-321,0.2647893695822998,0.023,0.171,3.725159e-317,0,CMAS
2.46e-321,0.3853091219812015,0.024,0.172,9.005482e-317,0,IARS2
3.794e-321,0.3340629426765697,0.018,0.161,1.3887972e-316,0,RDX
5.07e-321,0.36347500872744853,0.022,0.17,1.85534624e-316,0,ARHGAP21
7.006e-321,0.46749029162070044,0.032,0.189,2.56421147e-316,0,GALNT7
1.1423e-320,0.43404486821281185,0.024,0.173,4.1808582e-316,0,MAGED1
3.4713e-320,0.3109493924705619,0.027,0.178,1.270532426e-315,0,NHSL1
1.1245e-319,0.34981664708670196,0.029,0.182,4.11575833e-315,0,G3BP2
1.4302e-319,0.29951663869701106,0.021,0.167,5.23475273e-315,0,TOB1
8.29714e-319,0.2813771284322705,0.023,0.17,3.036836515e-314,0,ADAM9
9.2431e-319,0.38209726561367807,0.03,0.184,3.383059314e-314,0,TSG101
1.15877e-318,0.3449755405267122,0.021,0.166,4.241220242e-314,0,SLC35A3
3.36616e-318,0.2600284815929762,0.023,0.171,1.23204755434e-313,0,KIAA1109
5.229724e-318,0.2826743267605063,0.185,0.478,1.9141314227e-313,0,F3
1.8647727e-317,0.34070190321807314,0.025,0.174,6.8252546246e-313,0,ARHGAP24
1.65775417e-316,0.30400274631272073,0.022,0.168,6.067546047787e-312,0,VPS13A
2.16827033e-316,0.5035604763888883,0.039,0.201,7.9360862245e-312,0,EFNA5
2.8932496e-316,0.4451131945154072,0.024,0.172,1.0589582889523e-311,0,KIAA1671
1.22593147e-315,0.34860295915424755,0.023,0.169,4.487031774643e-311,0,PPP1CC
1.77778192e-315,0.26445903528508063,0.02,0.164,6.5068595964047e-311,0,ACBD6
6.08740235e-315,0.42004166130803533,0.026,0.174,2.22805013334914e-310,0,GNAI1
6.73254402e-315,0.305248445454267,0.022,0.167,2.46417843650946e-310,0,G3BP1
2.6702042293e-314,0.2521485267731005,0.032,0.186,9.7732144996423e-310,0,KCNE3
4.696469409e-314,0.2734407161309418,0.024,0.17,1.71895476844152e-309,0,CLCN3
1.10943121636e-313,0.499213132323296,0.085,0.288,4.060629194985955e-309,0,GPX2
2.1654268962e-313,0.36651292252541195,0.018,0.157,7.925678982724914e-309,0,FAM3B
5.34421224035e-313,0.46007124112690106,0.028,0.179,1.9560351220916777e-308,0,POF1B
1.24085168641e-312,0.43202042993540785,0.023,0.167,4.541641257437191e-308,0,KCNK1
9.031705750046e-312,0.3027232080434951,0.026,0.173,3.3056946215745094e-307,0,C1orf21
4.3387878984284e-311,0.27847799762250924,0.022,0.164,1.5880397587037808e-306,0,UNC13B
6.155838247111e-311,0.5044343140558225,0.03,0.182,2.2530983568251124e-306,0,PBX1
1.7022539896256e-310,0.3870155499261442,0.023,0.168,6.230419827428645e-306,0,SRGAP1
2.6877601189651e-310,0.27227761543768497,0.023,0.167,9.837470811424136e-306,0,PARVA
3.42862076164967e-310,0.3029526209933887,0.02,0.162,1.2549094849713943e-305,0,ERO1A
8.8018074598608e-310,0.26294448019421945,0.021,0.163,3.221549548383648e-305,0,HEXB
2.59737159745642e-309,0.28665191132039247,0.023,0.167,9.506639783850236e-305,0,EPRS
3.90229706054407e-309,0.42311579210469175,0.154,0.415,1.4282797471297342e-304,0,EPAS1
1.339323904577145e-308,0.5241086203915268,0.03,0.181,4.902059423142808e-304,0,MPP7
2.338969934534752e-308,0.5197367068721193,0.028,0.176,8.560863857390646e-304,0,SH3YL1
6.31400549488658e-308,0.38204694699109537,0.038,0.196,2.3109891511834375e-303,0,THRB
5.317439412635462e-307,0.26883457345225714,0.023,0.165,1.9462359994187056e-302,0,DENR
1.5398077156285583e-305,0.3484065495770522,0.022,0.164,5.635850219972086e-301,0,ARFGEF2
6.226900003771536e-305,0.255333190818038,0.023,0.164,2.27910767038042e-300,0,ELOVL5
6.328358794260467e-304,0.3120918346077488,0.022,0.163,2.3162426022872737e-299,0,DARS
7.004414964001456e-304,0.49174404241269076,0.022,0.162,2.563685920974173e-299,0,SPPL3
1.4590124029830712e-303,0.2545880578715655,0.019,0.157,5.340131296158339e-299,0,SUN1
2.8657158475883446e-303,0.5697655348298098,0.037,0.193,1.04888065737581e-298,0,CD36
2.9062898301897426e-303,0.27829401496908,0.021,0.161,1.0637311407477478e-298,0,XPR1
2.9260094034898025e-303,0.32645125254452984,0.025,0.168,1.0709487017713026e-298,0,PIBF1
3.1904671312502274e-303,0.355355434582342,0.021,0.161,1.1677428747088956e-298,0,HOMER2
1.2181006341724973e-302,0.3589912744394671,0.019,0.157,4.458370131134757e-298,0,TMEM9B
1.3940934250001391e-302,0.3424554117714369,0.032,0.183,5.102521344843009e-298,0,MDM2
1.6954459615781843e-302,0.28408934769383015,0.019,0.155,6.205501763972312e-298,0,ATG5
2.0069293521420317e-302,0.39079878462034434,0.026,0.171,7.34556212177505e-298,0,FAM160A1
6.34236304218067e-302,0.314476136283167,0.021,0.159,2.321368297068547e-297,0,NSRP1
7.732634239625958e-302,0.31777052717744936,0.026,0.17,2.830221458045497e-297,0,RAB27B
8.035118001065378e-302,0.3693356458040927,0.022,0.162,2.9409335395699393e-297,0,ASAP2
1.223042204909866e-301,0.4895638079107522,0.027,0.171,4.4764567741906e-297,0,LARP4
3.135576449835429e-301,0.3170251759886979,0.027,0.173,1.1476523364042654e-296,0,MYO1B
1.436300404453163e-300,0.3500892140471392,0.023,0.163,5.257003110339022e-296,0,SERINC5
3.43767795537587e-300,0.5553477035241701,0.087,0.285,1.2582245084471222e-295,0,ALOX15
3.96002021806045e-300,0.39934441877562066,0.023,0.163,1.4494070000123053e-295,0,ARAP2
5.1419839747361305e-300,0.3368033908705169,0.033,0.182,1.882017554593171e-295,0,WDPCP
6.345176279642419e-300,0.2868617878897446,0.025,0.168,2.3223979701119218e-295,0,ITGB8
7.743699590580799e-300,0.3182328190739933,0.018,0.153,2.834271487148478e-295,0,B4GALT4
4.601985223753113e-299,0.29927947782432596,0.022,0.162,1.684372611745877e-294,0,TLK1
4.691681411732889e-299,0.2674009720540749,0.02,0.157,1.7172023135083547e-294,0,RCOR1
6.138851779543739e-299,0.40096353207429103,0.021,0.159,2.2468811398308038e-294,0,MAP4K3
8.160715341139116e-299,0.29973513706025895,0.021,0.159,2.9869034220103277e-294,0,PLPP1
1.0798753916947423e-298,0.25376358632188867,0.021,0.158,3.952451921141926e-294,0,SPCS3
1.2564121557961182e-298,0.28947103676720465,0.153,0.402,4.598594131429372e-294,0,FABP5
2.730848911070162e-298,0.28492392687622026,0.022,0.161,9.9951800994079e-294,0,ATXN2
4.5305450989692805e-298,0.36247113964573285,0.021,0.158,1.6582248116737464e-293,0,XPO1
5.84201595193477e-298,0.40292527587074206,0.022,0.161,2.1382362585676451e-293,0,GPD2
1.3640030024708934e-297,0.3552042431906546,0.037,0.19,4.992387389343717e-293,0,CPLANE1
1.4401713863624777e-297,0.4890121510424618,0.03,0.177,5.271171291225305e-293,0,MPV17L
1.5679610564014578e-297,0.2846144634623433,0.022,0.16,5.738894262534976e-293,0,PDZD8
2.0969242211830186e-297,0.44115825482691945,0.023,0.163,7.674952341951967e-293,0,USP54
2.6676662407049742e-297,0.2510457038570796,0.022,0.16,9.763925207604276e-293,0,RREB1
6.716837222460026e-297,0.33818715048815595,0.022,0.16,2.458429591792594e-292,0,SLC30A9
8.387486226569489e-297,0.3785186984767399,0.02,0.155,3.0699038337866985e-292,0,SUMF1
4.659227052366259e-296,0.263927908476,0.037,0.189,1.7053236934365745e-291,0,RIMS1
5.578553094626353e-296,0.41699248394266925,0.023,0.162,2.0418062181641917e-291,0,CASP3
6.742924204308209e-296,0.5062419698721072,0.024,0.163,2.4679776880188474e-291,0,HDAC2
1.2484518236470864e-295,0.42360798938422284,0.031,0.178,4.5694585197307005e-291,0,TMEM30A
4.103497250483302e-295,0.40063668808992153,0.021,0.158,1.5019210286493934e-290,0,GIGYF2
3.3901227028274404e-294,0.4630662943487531,0.027,0.169,1.2408188104618715e-289,0,SCARB2
7.697642122114414e-294,0.3621353057145692,0.024,0.163,2.8174139931150966e-289,0,HSPA4
8.324148061527919e-294,0.27666980085584836,0.023,0.161,3.0467214319998335e-289,0,PSMD6
1.2598737102235764e-293,0.26277185170993356,0.017,0.149,4.611263766789312e-289,0,KMT5B
3.9109537882752304e-293,0.2971057080722936,0.027,0.168,1.4314481960466171e-288,0,TTC6
4.7804966633701305e-292,0.25351284470878166,0.016,0.147,1.7497095837601016e-287,0,SCFD1
6.022984301226234e-292,0.32676382445100854,0.023,0.161,2.204472484091814e-287,0,NARS
6.245996699959305e-292,0.2628308740520269,0.027,0.168,2.2860972521521053e-287,0,TUBB2A
9.143344525178594e-292,0.2959744941559617,0.02,0.153,3.346555529660617e-287,0,SUCLA2
4.7791897869355984e-291,0.2961975017330083,0.019,0.152,1.7492312539162983e-286,0,FAM135A
6.443815835163136e-291,0.31691279818962204,0.02,0.154,2.3585010338280594e-286,0,FBXW11
1.2834217233584354e-290,0.4216228027003559,0.02,0.153,4.697451849664209e-286,0,DOCK9
1.305988486758761e-290,0.30355753660996787,0.018,0.15,4.780048460385741e-286,0,ECPAS
3.0603867255147354e-290,0.595751389243106,0.023,0.159,1.1201321454056482e-285,0,SCIN
3.216567728405399e-290,0.260972820191153,0.024,0.162,1.1772959542736601e-285,0,VDAC3
3.43387950635714e-290,0.2517715567937994,0.017,0.147,1.2568342381217769e-285,0,AP1S1
4.093311979083558e-290,0.3886232133367333,0.024,0.161,1.4981931174643729e-285,0,ACACA
4.740196972473638e-290,0.31495589522021694,0.024,0.162,1.7349594938950762e-285,0,RANBP17
4.966658783601253e-290,0.43758070125336923,0.022,0.158,1.8178467813858945e-285,0,CHMP2B
5.052840287929549e-290,0.35009748198973456,0.02,0.153,1.849390073785094e-285,0,ENOSF1
5.451703135463543e-290,0.2994223135172093,0.022,0.158,1.9953778646110115e-285,0,THOC7
2.3173873949743504e-289,0.30647307449147076,0.025,0.164,8.48186960434562e-285,0,MEIS1
3.4069694228635214e-289,0.5262326419806826,0.173,0.442,1.2469848784622775e-284,0,AKR1C2
1.5503907905173132e-288,0.4371224791754589,0.019,0.152,5.674585332372418e-284,0,CDC14B
